札番号,単語数,総文字数,単語リスト
71,69,262,ゆふ/夕され/されば/門田の/田の稲/の稲葉/訪れて/ゆふさ/ふされ/かどた/どたの/たのい/のいな/いなば/おとづ/とづれ/づれて/夕されば/門田の稲/田の稲葉/ゆふされ/ふされば/かどたの/どたのい/たのいな/のいなば/おとづれ/とづれて/夕さ/され/れば/門田/田の/の稲/稲葉/訪れ/れて/ふさ/かど/どた/たの/のい/いな/なば/おと/とづ/づれ/ゆう/ゆふ夕され/夕されされば/されば門田の/門田の田の稲/田の稲の稲葉/の稲葉訪れて/訪れてゆふさ/ゆふさふされ/ふされかどた/かどたどたの/どたのたのい/たのいのいな/のいないなば/いなばおとづ/おとづとづれ/とづれづれて/づれて夕されば/夕されば門田の稲/門田の稲田の稲葉/田の稲葉ゆふされ/ゆふ
72,72,262,おと/音に聞/に聞く/高師の/師の浜/の浜の/あだ波/だ波は/おとに/とにき/にきく/たかし/かしの/しのは/のはま/はまの/あだな/だなみ/なみは/音に聞く/高師の浜/師の浜の/あだ波は/おとにき/とにきく/たかしの/かしのは/しのはま/のはまの/あだなみ/だなみは/音に/に聞/聞く/高師/師の/の浜/浜の/あだ/だ波/波は/とに/にき/きく/たか/かし/しの/のは/はま/まの/だな/なみ/みは/おと音に聞/音に聞に聞く/に聞く高師の/高師の師の浜/師の浜の浜の/の浜のあだ波/あだ波だ波は/だ波はおとに/おとにとにき/とにきにきく/にきくたかし/たかしかしの/かしのしのは/しのはのはま/のはまはまの/はまのあだな/あだなだなみ/だなみなみは/なみは音に聞く
73,69,262,たか/高砂の/尾の上/の上の/上の桜/咲きに/きにけ/にけり/たかさ/かさご/さごの/をのへ/のへの/へのさ/のさく/さくら/さきに/尾の上の/の上の桜/咲きにけ/きにけり/たかさご/かさごの/をのへの/のへのさ/へのさく/のさくら/さきにけ/高砂/砂の/尾の/の上/上の/の桜/咲き/きに/にけ/けり/かさ/さご/ごの/をの/のへ/への/のさ/さく/くら/さき/たか高砂の/高砂の尾の上/尾の上の上の/の上の上の桜/上の桜咲きに/咲きにきにけ/きにけにけり/にけりたかさ/たかさかさご/かさごさごの/さごのをのへ/をのへのへの/のへのへのさ/へのさのさく/のさくさくら/さくらさきに/さきに尾の上の/尾の上のの上の桜/の上の桜咲きにけ/咲きにけきにけり/きに
74,70,262,うか/憂かり/かりけ/りける/人を初/を初瀬/初瀬の/山おろ/おろし/ろしよ/うかり/ひとを/とをは/をはつ/はつせ/つせの/やまお/まおろ/憂かりけ/かりける/人を初瀬/を初瀬の/山おろし/おろしよ/うかりけ/ひとをは/とをはつ/をはつせ/はつせの/やまおろ/まおろし/憂か/かり/りけ/ける/人を/を初/初瀬/瀬の/山お/おろ/ろし/しよ/ひと/とを/をは/はつ/つせ/せの/やま/まお/うか憂かり/憂かりかりけ/かりけりける/りける人を初/人を初を初瀬/を初瀬初瀬の/初瀬の山おろ/山おろおろし/おろしろしよ/ろしようかり/うかりひとを/ひとをとをは/とをはをはつ/をはつはつせ/はつせつせの/つせのやまお/やまおまおろ/まおろ憂かりけ/憂かりけかりけるあ
75,67,262,ちぎりお/契りお/りおき/おきし/させも/せもが/もが露/が露を/命にて/ちぎり/ぎりお/もがつ/がつゆ/つゆを/いのち/のちに/ちにて/契りおき/りおきし/させもが/せもが露/もが露を/ぎりおき/せもがつ/もがつゆ/がつゆを/いのちに/のちにて/契り/りお/おき/きし/させ/せも/もが/が露/露を/命に/にて/ちぎ/ぎり/がつ/つゆ/ゆを/いの/のち/ちに/ちぎりお契りお/契りおりおき/りおきおきし/おきしさせも/させもせもが/せもがもが露/もが露が露を/が露を命にて/命にてちぎり/ちぎりぎりお/ぎりおもがつ/もがつがつゆ/がつゆつゆを/つゆをいのち/いのちのちに/のちにちにて/ちにて契りおき/契りおきりおきし/りおきしさせもが/させもがせもが露
76,71,262,わたのはら　こ/わたの/たの原/漕ぎ出/ぎ出で/出でて/でて見/て見れ/見れば/ひさか/さかた/かたの/たのは/のはら/こぎい/ぎいで/いでて/でてみ/てみれ/みれば/わたの原/漕ぎ出で/ぎ出でて/出でて見/でて見れ/て見れば/ひさかた/さかたの/わたのは/たのはら/こぎいで/ぎいでて/いでてみ/でてみれ/てみれば/わた/たの/の原/漕ぎ/ぎ出/出で/でて/て見/見れ/れば/ひさ/さか/かた/のは/はら/こぎ/ぎい/いで/てみ/みれ/わたのはら　こわたの/わたのたの原/たの原漕ぎ出/漕ぎ出ぎ出で/ぎ出で出でて/出でてでて見/でて見て見れ/て見れ見れば/見ればひさか/ひさかさかた/さかたかたの/かたのたのは/たのはのはら/のはらこぎい/こぎいぎいで/ぎいでい
77,65,262,せ/瀬をは/をはや/はやみ/岩にせ/にせか/せかる/かるる/滝川の/せをは/いはに/はにせ/たきが/きがは/がはの/瀬をはや/をはやみ/岩にせか/にせかる/せかるる/せをはや/いはにせ/はにせか/たきがは/きがはの/瀬を/をは/はや/やみ/岩に/にせ/せか/かる/るる/滝川/川の/せを/いは/はに/たき/きが/がは/はの/せ瀬をは/瀬をはをはや/をはやはやみ/はやみ岩にせ/岩にせにせか/にせかせかる/せかるかるる/かるる滝川の/滝川のせをは/せをはいはに/いはにはにせ/はにせたきが/たきがきがは/きがはがはの/がはの瀬をはや/瀬をはやをはやみ/をはやみ岩にせか/岩にせかにせかる/にせかるせかるる/せかるるせをはや/せをはやいはにせ/いはにせはに
78,73,262,あはぢ/淡路島/通ふ千/ふ千鳥/千鳥の/鳴く声/く声に/はぢし/ぢしま/かよふ/よふち/ふちど/ちどり/どりの/なくこ/くこゑ/こゑに/あわじ/通ふ千鳥/ふ千鳥の/鳴く声に/あはぢし/はぢしま/かよふち/よふちど/ふちどり/ちどりの/なくこゑ/くこゑに/淡路/路島/通ふ/ふ千/千鳥/鳥の/鳴く/く声/声に/あは/はぢ/ぢし/しま/かよ/よふ/ふち/ちど/どり/りの/なく/くこ/こゑ/ゑに/あわ/わじ/あはぢ淡路島/淡路島通ふ千/通ふ千ふ千鳥/ふ千鳥千鳥の/千鳥の鳴く声/鳴く声く声に/く声にはぢし/はぢしぢしま/ぢしまかよふ/かよふよふち/よふちふちど/ふちどちどり/ちどりどりの/どりのなくこ/なくこくこゑ/くこゑこゑに/こゑにあわじ/あわじ通ふ千鳥/通ふ千鳥ふ
79,70,262,あきか/秋風に/たなび/なびく/びく雲/く雲の/絶え間/え間よ/間より/きかぜ/かぜに/びくく/くくも/くもの/たえま/えまよ/まより/たなびく/なびく雲/びく雲の/絶え間よ/え間より/あきかぜ/きかぜに/なびくく/びくくも/くくもの/たえまよ/えまより/秋風/風に/たな/なび/びく/く雲/雲の/絶え/え間/間よ/より/あき/きか/かぜ/ぜに/くく/くも/もの/たえ/えま/まよ/あきか秋風に/秋風にたなび/たなびなびく/なびくびく雲/びく雲く雲の/く雲の絶え間/絶え間え間よ/え間よ間より/間よりきかぜ/きかぜかぜに/かぜにびくく/びくくくくも/くくもくもの/くものたえま/たえまえまよ/えまよまより/まよりたなびく/たなびくなびく雲/なびく雲びく雲の/びく
80,67,262,ながか/長から/からむ/心も知/も知ら/知らず/黒髪の/がから/こころ/ころも/ろもし/もしら/しらず/くろか/ろかみ/かみの/長からむ/心も知ら/も知らず/ながから/がからむ/こころも/ころもし/ろもしら/もしらず/くろかみ/ろかみの/長か/から/らむ/心も/も知/知ら/らず/黒髪/髪の/なが/がか/ここ/ころ/ろも/もし/しら/くろ/ろか/かみ/みの/ながか長から/長からからむ/からむ心も知/心も知も知ら/も知ら知らず/知らず黒髪の/黒髪のがから/がからこころ/こころころも/ころもろもし/ろもしもしら/もしらしらず/しらずくろか/くろかろかみ/ろかみかみの/かみの長からむ/長からむ心も知ら/心も知らも知らず/も知らずながから/ながからがからむあ
81,65,262,ほ/ほとと/ととぎ/とぎす/鳴きつ/きつる/つる方/る方を/ながむ/がむれ/むれば/なきつ/つるか/るかた/かたを/ほととぎ/ととぎす/鳴きつる/きつる方/つる方を/ながむれ/がむれば/なきつる/きつるか/つるかた/るかたを/ほと/とと/とぎ/ぎす/鳴き/きつ/つる/る方/方を/なが/がむ/むれ/れば/なき/るか/かた/たを/ほほとと/ほととととぎ/ととぎとぎす/とぎす鳴きつ/鳴きつきつる/きつるつる方/つる方る方を/る方をながむ/ながむがむれ/がむれむれば/むればなきつ/なきつつるか/つるかるかた/るかたかたを/かたをほととぎ/ほととぎととぎす/ととぎす鳴きつる/鳴きつるきつる方/きつる方つる方を/つる方をながむれ/ながむれがむれば/がむれば
82,64,262,おもひ/思ひわ/ひわび/さても/ても命/も命は/あるも/るもの/ものを/もひわ/てもい/もいの/いのち/のちは/おもい/思ひわび/さても命/ても命は/あるもの/るものを/おもひわ/もひわび/さてもい/てもいの/もいのち/いのちは/思ひ/ひわ/わび/さて/ても/も命/命は/ある/るも/もの/のを/おも/もひ/もい/いの/のち/ちは/おもひ思ひわ/思ひわひわび/ひわびさても/さてもても命/ても命も命は/も命はあるも/あるもるもの/るものものを/ものをもひわ/もひわてもい/てもいもいの/もいのいのち/いのちのちは/のちはおもい/おもい思ひわび/思ひわびさても命/さても命ても命は/ても命はあるもの/あるものるものを/るものをおもひわ/おもひわもひわび
83,69,262,よのなかよ/世の中/の中よ/道こそ/こそな/そなけ/なけれ/思ひ入/ひ入る/よのな/のなか/なかよ/みちこ/ちこそ/おもひ/もひい/ひいる/世の中よ/道こそな/こそなけ/そなけれ/思ひ入る/よのなか/のなかよ/みちこそ/ちこそな/おもひい/もひいる/世の/の中/中よ/道こ/こそ/そな/なけ/けれ/思ひ/ひ入/入る/よの/のな/なか/かよ/みち/ちこ/おも/もひ/ひい/いる/よのなかよ世の中/世の中の中よ/の中よ道こそ/道こそこそな/こそなそなけ/そなけなけれ/なけれ思ひ入/思ひ入ひ入る/ひ入るよのな/よのなのなか/のなかなかよ/なかよみちこ/みちこちこそ/ちこそおもひ/おもひもひい/もひいひいる/ひいる世の中よ/世の中よ道こそな/道こそなこそなけ/こそ
84,61,262,ながら/長らへ/らへば/またこ/たこの/このご/のごろ/ごろや/しのば/のばれ/ばれむ/がらへ/長らへば/またこの/たこのご/このごろ/のごろや/しのばれ/のばれむ/ながらへ/がらへば/長ら/らへ/へば/また/たこ/この/のご/ごろ/ろや/しの/のば/ばれ/れむ/なが/がら/ながら長らへ/長らへらへば/らへばまたこ/またこたこの/たこのこのご/このごのごろ/のごろごろや/ごろやしのば/しのばのばれ/のばればれむ/ばれむがらへ/がらへ長らへば/長らへばまたこの/またこのたこのご/たこのごこのごろ/このごろのごろや/のごろやしのばれ/しのばれのばれむ/のばれむながらへ/ながらへがらへば/がらへば長ら/長ららへ/らへへば/へばまた/またたこあ
85,68,262,よも/夜もす/もすが/すがら/物思ふ/思ふこ/ふころ/ころは/明けや/けやら/やらで/よもす/ものお/のおも/おもふ/もふこ/あけや/夜もすが/もすがら/物思ふこ/思ふころ/ふころは/明けやら/けやらで/よもすが/ものおも/のおもふ/おもふこ/もふころ/あけやら/夜も/もす/すが/がら/物思/思ふ/ふこ/ころ/ろは/明け/けや/やら/らで/もの/のお/おも/もふ/あけ/よも夜もす/夜もすもすが/もすがすがら/すがら物思ふ/物思ふ思ふこ/思ふこふころ/ふころころは/ころは明けや/明けやけやら/けやらやらで/やらでよもす/よもすものお/ものおのおも/のおもおもふ/おもふもふこ/もふこあけや/あけや夜もすが/夜もすがもすがら/もすがら物思ふこ/物思ふこ思ふ
86,67,262,なげけ/嘆けと/けとて/月やは/やは物/は物を/思はす/はする/げけと/つきや/きやは/やはも/はもの/ものを/おもは/もはす/嘆けとて/月やは物/やは物を/思はする/なげけと/げけとて/つきやは/きやはも/やはもの/はものを/おもはす/もはする/嘆け/けと/とて/月や/やは/は物/物を/思は/はす/する/なげ/げけ/つき/きや/はも/もの/のを/おも/もは/なげけ嘆けと/嘆けとけとて/けとて月やは/月やはやは物/やは物は物を/は物を思はす/思はすはする/はするげけと/げけとつきや/つきやきやは/きやはやはも/やはもはもの/はものものを/ものをおもは/おもはもはす/もはす嘆けとて/嘆けとて月やは物/月やは物やは物を/やは物を思はする/思はするなげけ
87,74,262,む/村雨の/露もま/もまだ/まだ干/だ干ぬ/真木の/木の葉/の葉に/むらさ/らさめ/さめの/つゆも/ゆもま/まだひ/だひぬ/まきの/きのは/のはに/露もまだ/もまだ干/まだ干ぬ/真木の葉/木の葉に/むらさめ/らさめの/つゆもま/ゆもまだ/もまだひ/まだひぬ/まきのは/きのはに/村雨/雨の/露も/もま/まだ/だ干/干ぬ/真木/木の/の葉/葉に/むら/らさ/さめ/めの/つゆ/ゆも/だひ/ひぬ/まき/きの/のは/はに/む村雨の/村雨の露もま/露もまもまだ/もまだまだ干/まだ干だ干ぬ/だ干ぬ真木の/真木の木の葉/木の葉の葉に/の葉にむらさ/むらさらさめ/らさめさめの/さめのつゆも/つゆもゆもま/ゆもままだひ/まだひだひぬ/だひぬまきの/まきのきのは/きのはのはに/のはに
88,64,262,なにはえ/難波江/波江の/蘆のか/のかり/かりね/りねの/ひとよ/とよゆ/よゆゑ/なには/にはえ/はえの/あしの/しのか/難波江の/蘆のかり/のかりね/かりねの/ひとよゆ/とよゆゑ/にはえの/あしのか/しのかり/難波/波江/江の/蘆の/のか/かり/りね/ねの/ひと/とよ/よゆ/ゆゑ/なに/には/はえ/えの/あし/しの/なにはえ難波江/難波江波江の/波江の蘆のか/蘆のかのかり/のかりかりね/かりねりねの/りねのひとよ/ひとよとよゆ/とよゆよゆゑ/よゆゑなには/なにはにはえ/にはえはえの/はえのあしの/あしのしのか/しのか難波江の/難波江の蘆のかり/蘆のかりのかりね/のかりねかりねの/かりねのひとよゆ/ひとよゆとよゆゑ/とよゆゑにはえの/にはえの
89,68,262,たま/玉の緒/の緒よ/絶えな/えなば/なば絶/ば絶え/絶えね/ながら/がらへ/らへば/たまの/まのを/のをよ/たえな/なばた/ばたえ/たえね/玉の緒よ/絶えなば/えなば絶/なば絶え/ば絶えね/ながらへ/がらへば/たまのを/まのをよ/たえなば/えなばた/なばたえ/ばたえね/玉の/の緒/緒よ/絶え/えな/なば/ば絶/えね/なが/がら/らへ/へば/まの/のを/をよ/たえ/ばた/たま玉の緒/玉の緒の緒よ/の緒よ絶えな/絶えなえなば/えなばなば絶/なば絶ば絶え/ば絶え絶えね/絶えねながら/ながらがらへ/がらへらへば/らへばたまの/たまのまのを/まのをのをよ/のをよたえな/たえななばた/なばたばたえ/ばたえたえね/たえね玉の緒よ/玉の緒よ絶えなば/絶えなばえなば
90,70,262,みせ/見せば/せばや/ばやな/雄島の/島の海/の海人/海人の/袖だに/だにも/みせば/をじま/じまの/まのあ/のあま/あまの/そでだ/でだに/見せばや/せばやな/雄島の海/島の海人/の海人の/袖だにも/みせばや/をじまの/じまのあ/まのあま/のあまの/そでだに/でだにも/見せ/せば/ばや/やな/雄島/島の/の海/海人/人の/袖だ/だに/にも/をじ/じま/まの/のあ/あま/そで/でだ/みせ見せば/見せばせばや/せばやばやな/ばやな雄島の/雄島の島の海/島の海の海人/の海人海人の/海人の袖だに/袖だにだにも/だにもみせば/みせばをじま/をじまじまの/じまのまのあ/まのあのあま/のあまあまの/あまのそでだ/そでだでだに/でだに見せばや/見せばやせばやな/せばや
91,65,262,きり/きりぎ/りぎり/ぎりす/鳴くや/くや霜/や霜夜/霜夜の/さむし/むしろ/しろに/なくや/くやし/やしも/しもよ/もよの/きりぎり/りぎりす/鳴くや霜/くや霜夜/や霜夜の/さむしろ/むしろに/なくやし/くやしも/やしもよ/しもよの/りぎ/ぎり/りす/鳴く/くや/や霜/霜夜/夜の/さむ/むし/しろ/ろに/なく/やし/しも/もよ/よの/きりきりぎ/きりぎりぎり/りぎりぎりす/ぎりす鳴くや/鳴くやくや霜/くや霜や霜夜/や霜夜霜夜の/霜夜のさむし/さむしむしろ/むしろしろに/しろになくや/なくやくやし/くやしやしも/やしもしもよ/しもよもよの/もよのきりぎり/きりぎりりぎりす/りぎりす鳴くや霜/鳴くや霜くや霜夜/くや霜夜や霜夜の/や霜夜のさむしろあ
92,75,262,わがそ/わが袖/が袖は/潮干に/干に見/に見え/見えぬ/沖の石/の石の/がそで/そでは/しほひ/ほひに/ひにみ/にみえ/みえぬ/おきの/きのい/のいし/いしの/わが袖は/潮干に見/干に見え/に見えぬ/沖の石の/わがそで/がそでは/しほひに/ほひにみ/ひにみえ/にみえぬ/おきのい/きのいし/のいしの/わが/が袖/袖は/潮干/干に/に見/見え/えぬ/沖の/の石/石の/がそ/そで/では/しほ/ほひ/ひに/にみ/みえ/おき/きの/のい/いし/しの/わがそわが袖/わが袖が袖は/が袖は潮干に/潮干に干に見/干に見に見え/に見え見えぬ/見えぬ沖の石/沖の石の石の/の石のがそで/がそでそでは/そではしほひ/しほひほひに/ほひにひにみ/ひにみにみえ/にみえみえぬ/みえぬおきの/おき
93,66,262,よのなかは/世の中/の中は/常にも/にもが/もがも/がもな/渚漕ぐ/よのな/のなか/なかは/つねに/ねにも/なぎさ/ぎさこ/さこぐ/世の中は/常にもが/にもがも/もがもな/よのなか/のなかは/つねにも/ねにもが/なぎさこ/ぎさこぐ/世の/の中/中は/常に/にも/もが/がも/もな/渚漕/漕ぐ/よの/のな/なか/かは/つね/ねに/なぎ/ぎさ/さこ/こぐ/よのなかは世の中/世の中の中は/の中は常にも/常にもにもが/にもがもがも/もがもがもな/がもな渚漕ぐ/渚漕ぐよのな/よのなのなか/のなかなかは/なかはつねに/つねにねにも/ねにもなぎさ/なぎさぎさこ/ぎさこさこぐ/さこぐ世の中は/世の中は常にもが/常にもがにもがも/にもがももがもな/もがもなよのなかあ
94,72,262,みよ/み吉野/吉野の/山の秋/の秋風/さよ更/よ更け/更けて/みよし/よしの/しのの/やまの/まのあ/のあき/あきか/きかぜ/さよふ/よふけ/ふけて/み吉野の/山の秋風/さよ更け/よ更けて/みよしの/よしのの/やまのあ/まのあき/のあきか/あきかぜ/さよふけ/よふけて/み吉/吉野/野の/山の/の秋/秋風/さよ/よ更/更け/けて/よし/しの/のの/やま/まの/のあ/あき/きか/かぜ/よふ/ふけ/みよみ吉野/み吉野吉野の/吉野の山の秋/山の秋の秋風/の秋風さよ更/さよ更よ更け/よ更け更けて/更けてみよし/みよしよしの/よしのしのの/しののやまの/やまのまのあ/まのあのあき/のあきあきか/あきかきかぜ/きかぜさよふ/さよふよふけ/よふけふけて/ふけてみ吉野の/み吉
95,67,262,おほけ/ほけな/けなく/憂き世/き世の/世の民/の民に/おほふ/ほふか/ふかな/うきよ/きよの/よのた/のたみ/たみに/おおけ/おほけな/ほけなく/憂き世の/き世の民/世の民に/おほふか/ほふかな/うきよの/きよのた/よのたみ/のたみに/おほ/ほけ/けな/なく/憂き/き世/世の/の民/民に/ほふ/ふか/かな/うき/きよ/よの/のた/たみ/みに/おお/おけ/おほけほけな/ほけなけなく/けなく憂き世/憂き世き世の/き世の世の民/世の民の民に/の民におほふ/おほふほふか/ほふかふかな/ふかなうきよ/うきよきよの/きよのよのた/よのたのたみ/のたみたみに/たみにおおけ/おおけおほけな/おほけなほけなく/ほけなく憂き世の/憂き世のき世の民/き世の民世の民にあ
96,66,262,はなさ/花さそ/さそふ/嵐の庭/の庭の/雪なら/ならで/なさそ/あらし/らしの/しのに/のには/にはの/ゆきな/きなら/花さそふ/嵐の庭の/雪ならで/はなさそ/なさそふ/あらしの/らしのに/しのには/のにはの/ゆきなら/きならで/花さ/さそ/そふ/嵐の/の庭/庭の/雪な/なら/らで/はな/なさ/あら/らし/しの/のに/には/はの/ゆき/きな/はなさ花さそ/花さそさそふ/さそふ嵐の庭/嵐の庭の庭の/の庭の雪なら/雪ならならで/ならでなさそ/なさそあらし/あらしらしの/らしのしのに/しのにのには/のにはにはの/にはのゆきな/ゆきなきなら/きなら花さそふ/花さそふ嵐の庭の/嵐の庭の雪ならで/雪ならではなさそ/はなさそなさそふ/なさそふあらしの/あらしの
97,71,262,こぬ/来ぬ人/ぬ人を/松帆の/帆の浦/の浦の/夕なぎ/なぎに/こぬひ/ぬひと/ひとを/まつほ/つほの/ほのう/のうら/うらの/ゆふな/ふなぎ/来ぬ人を/松帆の浦/帆の浦の/夕なぎに/こぬひと/ぬひとを/まつほの/つほのう/ほのうら/のうらの/ゆふなぎ/ふなぎに/来ぬ/ぬ人/人を/松帆/帆の/の浦/浦の/夕な/なぎ/ぎに/ぬひ/ひと/とを/まつ/つほ/ほの/のう/うら/らの/ゆふ/ふな/こぬ来ぬ人/来ぬ人ぬ人を/ぬ人を松帆の/松帆の帆の浦/帆の浦の浦の/の浦の夕なぎ/夕なぎなぎに/なぎにこぬひ/こぬひぬひと/ぬひとひとを/ひとをまつほ/まつほつほの/つほのほのう/ほのうのうら/のうらうらの/うらのゆふな/ゆふなふなぎ/ふなぎ来ぬ人を/来ぬ人を松帆の浦/松帆の
98,68,262,かぜそ/風そよ/そよぐ/楢の小/の小川/小川の/夕暮は/ぜそよ/ならの/らのを/のをが/をがは/がはの/ゆふぐ/ふぐれ/ぐれは/風そよぐ/楢の小川/の小川の/かぜそよ/ぜそよぐ/ならのを/らのをが/のをがは/をがはの/ゆふぐれ/ふぐれは/風そ/そよ/よぐ/楢の/の小/小川/川の/夕暮/暮は/かぜ/ぜそ/なら/らの/のを/をが/がは/はの/ゆふ/ふぐ/ぐれ/れは/かぜそ風そよ/風そよそよぐ/そよぐ楢の小/楢の小の小川/の小川小川の/小川の夕暮は/夕暮はぜそよ/ぜそよならの/ならのらのを/らのをのをが/のをがをがは/をがはがはの/がはのゆふぐ/ゆふぐふぐれ/ふぐれぐれは/ぐれは風そよぐ/風そよぐ楢の小川/楢の小川の小川の/の小川のかぜそよ/かぜそよぜそよ
99,64,262,ひとも/人も惜/も惜し/人も恨/も恨め/恨めし/あぢき/ぢきな/きなく/ともを/もをし/ともう/もうら/うらめ/らめし/人も惜し/人も恨め/も恨めし/あぢきな/ぢきなく/ひともを/ともをし/ひともう/ともうら/もうらめ/うらめし/人も/も惜/惜し/も恨/恨め/めし/あぢ/ぢき/きな/なく/ひと/とも/もを/をし/もう/うら/らめ/ひとも人も惜/人も惜も惜し/も惜し人も恨/人も恨も恨め/も恨め恨めし/恨めしあぢき/あぢきぢきな/ぢきなきなく/きなくともを/ともをもをし/もをしともう/ともうもうら/もうらうらめ/うらめらめし/らめし人も惜し/人も惜し人も恨め/人も恨めも恨めし/も恨めしあぢきな/あぢきなぢきなく/ぢきなくひともを/ひともをともをし
100,66,262,もも/百敷や/古き軒/き軒端/軒端の/しのぶ/のぶに/ぶにも/ももし/もしき/しきや/ふるき/るきの/きのき/のきば/きばの/古き軒端/き軒端の/しのぶに/のぶにも/ももしき/もしきや/ふるきの/るきのき/きのきば/のきばの/百敷/敷や/古き/き軒/軒端/端の/しの/のぶ/ぶに/にも/もし/しき/きや/ふる/るき/きの/のき/きば/ばの/もも百敷や/百敷や古き軒/古き軒き軒端/き軒端軒端の/軒端のしのぶ/しのぶのぶに/のぶにぶにも/ぶにもももし/ももしもしき/もしきしきや/しきやふるき/ふるきるきの/るきのきのき/きのきのきば/のきばきばの/きばの古き軒端/古き軒端き軒端の/き軒端のしのぶに/しのぶにのぶにも/のぶにもももしき/ももしきもしきやあ
0,89,262,なにわづ/難波津/波津に/津に咲/に咲く/咲くや/くやこ/やこの/この花/冬ごも/ごもり/もり今/り今は/今は春/は春べ/春べと/べと咲/と咲く/なにわ/にわづ/わづに/さくや/このは/のはな/ふゆご/ゆごも/いまは/まはは/ははる/はるべ/るべと/難波津に/波津に咲/津に咲く/に咲くや/咲くやこ/くやこの/やこの花/冬ごもり/ごもり今/もり今は/り今は春/今は春べ/は春べと/春べと咲/べと咲く/と咲くや/にわづに/さくやこ/やこのは/このはな/ふゆごも/ゆごもり/いまはは/まははる/ははるべ/はるべと/難波/波津/津に/に咲/咲く/くや/やこ/この/の花/冬ご/ごも/もり/り今/今は/は春/春べ/べと/と咲/なに/にわ/わづ/づに/さく/のは/はな/ふゆ/ゆご/いま/まは/はは/はる/るべ
